Query_ID	Doc_ID	Rank	Score
1	326	1	33.0
1	370	2	26.0
1	308	3	25.5
1	334	4	18.0
1	257	5	16.0
1	359	6	16.0
1	349	7	13.0
1	304	8	13.0
1	323	9	11.0
1	268	10	10.0
1	211	11	8.0
1	382	12	8.0
1	288	13	7.0
1	395	14	5.5
1	376	15	5.0
1	324	16	4.5
1	171	17	4.0
1	121	18	3.5
1	47	19	3.5
1	406	20	3.0
1	135	21	3.0
1	384	22	3.0
1	170	23	2.5
1	350	24	2.5
1	148	25	2.5
1	279	26	2.5
1	383	27	2.5
1	185	28	2.0
1	419	29	2.0
1	1	30	2.0
1	126	31	2.0
1	38	32	2.0
1	327	33	2.0
1	254	34	1.5
1	164	35	1.5
1	22	36	1.5
1	364	37	1.5
1	30	38	1.5
1	202	39	1.5
1	140	40	1.5
1	398	41	1.5
1	195	42	1.0
1	25	43	1.0
1	345	44	1.0
1	39	45	1.0
1	7	46	1.0
1	421	47	1.0
1	291	48	1.0
1	71	49	1.0
1	272	50	1.0
1	284	51	1.0
1	173	52	1.0
1	194	53	1.0
1	405	54	1.0
1	316	55	1.0
1	343	56	1.0
1	20	57	1.0
1	236	58	1.0
1	43	59	1.0
1	156	60	1.0
1	228	61	1.0
1	178	62	1.0
1	23	63	1.0
1	139	64	0.5
1	346	65	0.5
1	124	66	0.5
1	393	67	0.5
1	277	68	0.5
1	401	69	0.5
1	264	70	0.5
1	290	71	0.5
1	293	72	0.5
1	344	73	0.5
1	138	74	0.5
1	422	75	0.5
1	294	76	0.5
1	301	77	0.5
1	12	78	0.5
1	333	79	0.5
1	33	80	0.5
1	352	81	0.5
1	407	82	0.5
1	261	83	0.5
1	306	84	0.5
1	65	85	0.5
1	5	86	0.5
1	299	87	0.5
1	145	88	0.5
1	255	89	0.5
1	217	90	0.5
1	259	91	0.5
1	251	92	0.5
1	225	93	0.5
1	212	94	0.5
1	247	95	0.5
1	295	96	0.5
1	399	97	0.5
1	241	98	0.5
1	232	99	0.5
1	369	100	0.5
1	280	101	0.5
1	366	102	0.5
1	413	103	0.5
1	358	104	0.5
1	348	105	0.5
1	158	106	0.5
1	168	107	0.5
1	46	108	0.5
1	265	109	0.5
1	177	110	0.5
1	275	111	0.5
1	89	112	0.5
1	142	113	0.5
1	222	114	0.5
1	72	115	0.5
1	271	116	0.5
1	160	117	0.5
1	11	118	0.5
1	198	119	0.5
1	371	120	0.5
1	128	121	0.5
1	66	122	0.5
2	326	1	37.5
2	349	2	31.5
2	370	3	31.0
2	334	4	31.0
2	211	5	28.5
2	359	6	19.0
2	308	7	16.5
2	304	8	15.0
2	407	9	12.0
2	395	10	12.0
2	121	11	12.0
2	257	12	10.5
2	383	13	10.5
2	323	14	10.0
2	268	15	10.0
2	294	16	9.5
2	252	17	9.5
2	12	18	9.0
2	350	19	9.0
2	156	20	9.0
2	384	21	8.5
2	382	22	8.0
2	171	23	7.5
2	47	24	7.5
2	30	25	7.0
2	419	26	6.5
2	367	27	6.5
2	324	28	6.5
2	377	29	5.5
2	170	30	5.0
2	169	31	5.0
2	376	32	5.0
2	288	33	5.0
2	185	34	4.5
2	259	35	4.5
2	202	36	4.5
2	94	37	4.0
2	159	38	4.0
2	328	39	4.0
2	292	40	3.5
2	277	41	3.5
2	48	42	3.5
2	106	43	3.5
2	373	44	3.5
2	280	45	3.5
2	343	46	3.5
2	100	47	3.5
2	23	48	3.5
2	290	49	3.0
2	344	50	3.0
